id;sentiment;text;;
669;0;bonjour, est-ce que le probleme d'activation de la carte sim est resolu?? Je n'ai toujours pas de réseau, ni compte client.;;
670;1;Orange Musique une fin d'année magique en musique!! ;;
671;1;Bjr @caron_kaylee , pouvez-vous me donner plus de détails en DM. Cdlt, Laure. cc @bouyguestelecom;;
672;1;Très clair, merci Sophie :) Passez une excellente journée !;;
673;1;SFR victime de son succès ! - Edcom;;
674;0;c'est trop tard maintenant..;;
675;0;Quels sont les recours pour un rendez vous d installation fibre non effectuer ?;;
676;0;ligne fixe! Il y a encore des soucis , jusqu au 30! Trois jrs sans wi-fi.. sans tel fixe ni télé! Vive les vacances et merci sfr.;;
677;0;.@SFR fidèle à lui-même. Technicien venu pour installer la fibre, essaye de la passer dans les goulottes, impossible, du coup tant pis. 1/2;;
678;0;ou alors, allez chez Picard. Votre problème sera résolu de la même façon;;
679;0;SFR et tout s'accélère mdr mettez du réseau  potable déjà et on en reparle après @SFR;;
680;1;ça serait pour un désimlockage;;
681;0;"Le service Business d'@Orange_France ... Ce truc magique où tu es mis en attente 20 minutes... Pas vraiment un service ""pro"" @Orange_conseil";;
682;0;.@SFR Aucune concertation de prime abord avec le syndic concernant la pose de câbles dans les parties communes. Du travail d'amateur. 2/2;;
683;0;aujourd'hui j'ai appeler un technicien pour un pb avec le décodeur de la tv et depuis j'ai ça en co ...  @SFR_SAV;;
684;0;"Dites, le démarchage téléphonique intempestif même tôt le matin, c'est ça le sens de ""Nos Clients d'Abord""? Insupportable !";;
685;1;Oui oui. Je vous préviens, c'est tout.;;
686;0;bonjour, nous avons obtenu une nouvelle livebox mais celle ci n'arrive pas a se connecter a internet;;
687;1;Bon plan Orange : 50€ de remise sur le Samsung Galaxy A5 !  #orange #galaxya5;;
688;1;je vous ai envoyé le num en dm;;
689;1;oui, mais pas de problème c'est assez facile de trouver!;;
690;1;Oh que oui ! Je suis resté chez RED 1 mois avant d'abandonner pour Sosh. Et là je profite de la promo Freemobile à 3.99€ ^^;;
691;0;1 dizaine par jour, sans laisser de message, et qui raccroche au bout de 5 secondes.;;
692;0;:O;;
693;0;J'avais 1/10 avec la fibre sur Amiens... ;;
694;1;Merci @bldine je viens de tweeter a Sfr_sav ! Je n'ose imaginez le délais de réponse !;;
695;0;bonjour je ne reçois de nouveau plus les chaînes en hd il s'agit d'un problème qui va me faire changer d'opérateur sous peu;;
696;1;Bonne journée :);;
697;0;oui boycottons orange.;;
698;1;et vous me payez bien sûr ses changements divers ?!;;
699;1; on vous invite avec plaisir dans notre orange room :-);;
700;1;charge par Orange et garantie 3 mois Etes vous le titulaire du contrat ? Si oui merci de me communiquer vos disponibilités3/3 ^VM;;
701;1;merci beaucoup :) auriez vous une date de livraison afin que je m'arrange pour être la ? Merci !;;
702;0;Les conditions multi-packs pas du tout respectées. SAV me raccroche au nez 4 fois pourtant n'étais pas énervé.;;
703;0;yep. j'ai déjà migré 4 lignes de chez SFR vers SOSH ou FREE+ma box. reste que moi engagé jusqu'en juin après bye bye le carré rouge;;
704;0;bonjour, vous êtes sûr qu'un technicien vient demain à 8h hein ?;;
705;1;Le réseau sosh il est top;;
706;0;trop cher;;
707;0;Bonjour, comment fait-on pour commander un téléphone si on ne possède que des cartes visa electron ?;;
708;0;Bonjour! Je suis passé au forfait Livebox avec remboursmt 50€ de frais de résiliation. Cela vaut aussi pour les envois de matériel?;;
709;1;De même;;
710;0;allô répondez;;
711;0;Problème de portabilité chez SFR : de nombreux abonnés se retrouvent sans réseau;;
712;0;c'est du foutage de g*****, j'ai un service de m**** avec orange et je dois répondre à une enquéte ?;;
713;0;Je vais rèsilier!!!;;
714;0;Je me suis déplacé pour rien SFR c'était fermé;;
715;0;Du coup je souhaiterais me rétracter, la pose de goulottes dans les parties communes étant à la charge du client, inacceptable.@SFR_SAV;;
716;0;Tranquille @SFR_SAV les 19€ pour changer la carte sim d'une cliente fidèle de 83 ans;;
717;1;Ca viendrais d'Orange ? Pourtant mon père peut bien envoyer des messages lui :c;;
718;0;oui mais je ne paie pas que 1€ Je ne peux pas résilier puis m abonner et résilier et m abonner !;;
719;0;"Mon père a souscrit @REDbySFR Transfert ligne raté,AUCUN moyen de vous contacter,sur interface web ""LIGNE RESILIE"". Que faire???";;
720;0;pas de réseau Bouygues Télécom dans le nord du Cap Corse depuis 15 jours. Confirmé par plusieurs dizaines de personnes;;
721;0;bonjour j'ai un problème mon téléphone indique que j'ai du réseau mais les messages ne s'envoient pas et impossible d'appeler;;
722;0;Bjr Olivier, veuillez accepter les excuses de BouyguesTelecom pour le désagrément . Pour gérer vos préférences de contact, 1/3;;
723;0;on vient d'échanger la livebox, le bouton @ est orange et clignotte;;
724;0;#internet SFR : des milliers d'abonnés privés de téléphone et Internet ;;
725;1;Pouvez-vous vérifier. ^Nat 3/3;;
726;0;non, car je ne compte pas changer de navigateur. Je suis sur Mozilla.;;
727;0;Je vs en prie. Il ne sera pas nécessaire de procéder à la résiliation des forfaits SFR. 1/2;;
728;1;ça y est ça refonctionne ! Merci :);;
729;0;C'est revenu pour le moment. Je dois dire qu'il y a énormément de coupure d'image ce qui fait que le son est saccadé.;;
730;0;oui j'ai bien tester avec un autre chargeur et sa charge;;
731;0;si j'achète mon téléphone par internet et que la carte sim est pas bonne la boutique peut m'en donner une ?;;
732;0;"j'ai procédé comme indiqué puis rallumer la box, ""initialisation en cours, veuillez patienter"" s'affiche tjr depuis 20min";;
733;1;Oh, la petite musique de Wanadoo ! ;;
734;0;ya quelqu'un ?;;
735;0;Est-ce que l'autre décodeur est fourni par SFR ? De +, l'image qui se fige est obtenue lors du branchement de ce décodeur ?;;
736;0;"Quand on a besoin d'Internet pour travailler, et que vous ne pouvez pas m'en fournir, si, c'est nécessaire. ;)";;
737;1;Bonjour @bouyguestelecom Quels sont les offres pour avoir le hotpost avec 4G illimité toute l'année ?;;
738;0;Bjr @lerapdelafrance , ns ns excusons de ce fait, si besoin la relation client Orange France est aussi présente sur Twitter @orange_conseil.;;
739;0;20 jours pour honorer une demande de ne plus être spammé. Vous avez un sérieux pb de gestion satisfaction clientèle.;;
740;0;deja fait 15 fois merci;;
741;0;Cata pour récupérer mon téléphone chez SFR;;
742;0;vous êtes payer a répondre sur twitwi ou s'est quoi les bails;;
743;0;merci vous pensez que ça prendra encore du temps? + de mois que cela dure;;
744;0;peut on avoir un geste commercial ?;;
745;0;Je suis en dessous de la moyenne non ?;;
746;0;Same jsuis chez orange mais c'est dur de faire comme ci de rien n'était;;
747;0;j'ai modifié l'adresse de facturation. Cela modifie bien l'adresse de livraison pour l'achat du mobile @freemobile ? Merci;;
748;0;j'attends une reponse en mp. 14 jrs que vous me baladez a me rembourser. Je vais aller deposer plainter, la les choses avanceront !;;
749;0;Dites @SFR_SAV on en parle du temps d'attente ? ça commence à faire long... ;;
750;0;c'est des forceurs un peu, non ?;;
751;0;sauf que je suis chez Bouygues x);;
752;1;Ma mère m'a emenené a orange et elle c'est acheté l'iPhone 6s rose devant moi je suis contente la;;
753;1;Merci @Sosh_fr avec un peu de patience le problème à été résolu, #orangecash était peux être en cause. ça fonctionne Twitter c'est pratique;;
754;1;La gestion des clients en boutique #Orange avec accueil pour prendre la demande et ensuite un conseiller vient vous chercher. Pratique.;;
755;0;toujours rien après 1 redémarrage et 1 arrêt/marche !;;
756;0;Une solution pour le réseau qui saute depuis une semaine? Vous ignorez les tweets une fois sur 2?;;
757;0;cherbourg la pire ville de france on capte ni sfr ni free;;
758;0;Bonjour, comment fait-on pour commander un téléphone si on ne possède que des cartes visa electron ?;;
759;0;Bonjour :) ma Miami Box ne fonctionne pratiquement plus... Elle bug au bout de quelques minutes seulement et se fige 1/x;;
760;0;l'agence SFR #Orléans est-elle vraiment ouverte aujrd'hui de 11h-19h? j'ai appelé tte la journée sans réponse à part msg en boucle;;
761;0;est ce que mon compte internet mikael.bertone@bbox.fr va t il fusionner avec mon compte mobile mikael.bertone@gmail.com ?;;
762;0;elle ne répond alors plus du tout, obligé de la débrancher/rebrancher et encore ça marche pas toujours...J'ai essayé un 2/x;;
763;0;reset d'usine mais ça ne change rien, j'ai changé la prise mais sans succès, et pas de pb avec internet, ça vient de la box;;
764;1;est-ce qu'on peut procéder à un échange? Quelles sont les solutions ?;;
765;1;Merci d'avance =);;
766;0;des problèmes sur les lignes aux alentours de TAVERNY ?;;
767;0;Bjr. Il y a des frais pour résilier en lettre RAR (vous ne l'aviez pas fait) + colis en RAR ... j'en ai eu pour 25 Euros;;
768;1;vous me proposez quoi pour maxi 150€ ?;;
769;0;et bien l'iPhone sa rame un peu jtrv et d soucis osi sur App Store je n'arrive pas à télécharger d'application;;
770;0;"ça ne marche pas a cette étape, ça met ""page web inaccessible""";;
771;0;je n'arrive pas à dévisser le cable et je n'ai pas les outils pour. c quoi est due cette panne ? Que faire ? Merci;;
772;0;choquer et déçus;;
773;0;Je commence à regretter d'avoir quitter SFR pour Free, j'ai jamais de réseau nul part;;
774;0;tg tu offense bouygues;;
775;0;bien on leur casse les couilles;;
776;0; je fais comment avec une livebox zen pour avoir #Netflix. 1 conseiller m'a dit que je pouvais mais je ne pense ps;;
777;0;sa fais quand même 5 que suis chez Bouygues alors qu'ils fassent pas les fous;;
778;0;"Après vérification, j'avais déjà activé le ""NON"" en préférence de contact par tél. Que vous ne respectez pas.";;
779;0;depuis que j'ai la fibre ma connexion plante h24 à peine je fais un truc sur ma ps4 la bbox fonctionne plus;;
780;0;"""Free fait partie d'un des seuls opérateurs dont le renvoi du matériel est à la charge de l'abonné.""";;
781;1;Ma mère s'est achetée le 6S Edge (trop beauuu) et sfr nous a offert une soundbar ! Mieux qu'une enceinte! Au top je vais la prendre pr Paris;;
782;0;En fait tout le monde a le problème d'envoi de mms de @NRJMobile à @bouyguestelecom avec un message vide mais pas de solution;;
783;0;Oui c'est fourni par SFR mais pour une autre ligne. Non, sur le décodeur de la ligne que je vous ai fourni.;;
784;0;Il va falloir sérieusement revoir vos information sue les mobiles MICROSOFT !!! ;;
785;0;Tout est en bonne état il n'y a aucune rallonge, j'ai ce problème depuis 3 ans avec vous;;
786;1;On va passer chez Orange à la fin de l'année scolaire EUREKA.;;
787;0;ALLEZ SALUT SFR.;;
788;1;je n'ai pas de perte de connexion;;
789;0;"non ça s'appel la 4G Orange en ""ville"" c'est une cata leur densification de mon cul..";;
790;0;Quelle est la ligne qui n'était pas claire pour vous ? ;;
791;1;C'est bon j'ai recuperer ma connexion merci quand meme;;
792;0;c'est déjà fait mais ça marche toujours pas;;
793;0;je souhaite signaler un problème concernant la ligne de mon frère;;
794;0;Bonjour, j'ai récemment noté une baisse important de mon débit montant (50%), des explications?;;
795;0;idem (3 vidéos d'inconnus)...un beau raté que cette boîte, dommage. Attendons la réaction de Orange, pour les oeufs de Pâques!;;
796;1;merci beaucoup :);;
797;0;je ne peux pas dévisser le cable qui est plus que simplement visser.;;
798;0;le réseau orange tu veux dire ?;;
799;0;"le PC est connecté a ""réseau 3"" c'est quoi?";;
800;1;c'est revenu. Il y a eu une coupure internet de deux heures. Merci.;;
801;0;pourquoi j'ai une facture du 100€ alors que mon forfait n'en coûte que 30 ?;;
802;0;Hello, possible d'avoir des infos sur un suivis de commande ?;;
803;1;SFR RED : 3 euros offerts sur les forfaits à 19,99€ et 25,99€/mois ;;
804;1;cc voudrais savoir le zenfone2 sera chez un opérateur dispo bientot ?(orange,sfr,bouygues etc...);;
805;0;Ils répondent à côté !;;
806;0;vous voulez le numéro de la ligne pour voir s'il y a un problème vu que c'est une livebox neuve?;;
807;1; , les web conseillers Orange sont à votre disposition pour vous répondre. N'hésitez pas à contacter @orange_conseil. cc @orange;;
808;0;Pouvez vous m'aider pour avoir une meilleure connection s'il vous plaît ? @bouyguestelecom;;
809;0;alors qu'on pourrait sûrement le faire par paiement internet comme sur certains sites où l'achat apparaît sur la facture internet;;
810;0;Oui le système Android s'arrête fréquemment et il y y a de gros problèmes de performances;;
811;0;Le téléphone redémarré tout seul aussi des fois;;
812;0;Ok quand est ce que je pourrais avoir une co stable @Orange_conseil;;
813;0;je n'arrive pas a vous envoyer un message en prive, est ce que vous avez une astuce ?;;
814;0;Ne quittez pas une voie aimable va vous répondre.... Merci orange ça fait 2 heures que j'attends;;
815;1;c'est cool numericable/sfr dis donc :D;;
816;0;bonjour j'attends toujours une réponse de votre part pour régler mon problème de SIM;;
817;1;disponible demain après-midi;;
818;0;Pour demander les 10 chiffres de 3 numéros sur une facture précédente. Il faut payer 7 euros 50 ??;;
819;0;Pour #Noël j'aurai dû commander une connexion #SFR qui arrête de couper tout le temps...;;
820;0;Normal que je n'ai plus de réseau alors que normalement mon contrat se résilie le 5 Janvier ?;;
821;0;ouais bah ce serai bien d'avoir du réseau à Paillhac pour l'instant;;
822;0;oui j'avoue, je suis passé chez tous les opérateurs, que de la m****, depuis que je suis passé chez SOCH, c'est le pied;;
823;0;est-ce normal que le site internet soit cassé et qu'on ne puisse pas se connecter à son compte client ?;;
824;1;merci orange Pr ces 4 go kdo;;
825;0;j'ai vérifié, et à part le téléphone sans fil (qui est là depuis des années sans qu'il y ait de problème) aucun des éléments que...;;
826;0;votre actualité? Avoir un réseau qui fonctionne?! Moi je suis bientôt en panne de virement! Marre de payer pr des services médiocres;;
827;1;oui l'installation a été faite par un technicien en juillet 2013;;
828;0;En fait je trouve sa long 15 jours je vois pourquoi il faudrait 15 jours pour m'augmenter du débit aussi problème que je pense 1/2;;
829;0;J'ai passé tout mon aprèm chez Orange, j'suis dégoûtée j'crois que j'aurais préféré faire mes devoirs;;
830;0;SMS, et appels apparemment, le réseau a l'air de ne pas fonctionner.;;
831;1;Le technicien est bien venu. J'imagine qu'il n'a pas encore rédigé son rapport. Un technicien FT doit venir, j'attends son appel;;
832;0;c'est normal que ma consommation d'Internet n'ai pas augmenté alors que j'utilise la 4G depuis ce matin? C'est fini l'offre;;
833;0;que vous pouvez régler assez rapidement : quand ma box tv est allumer je ne peux rien faire sur internet ! 2/2;;
834;0;Alors orange en plus de me filer une carte sim qui marche pas ils me coupent aussi ma ligne;;
835;0;... Vous avez dits ne se situe à proximité de la box.;;
836;0;La box a quelques années (elle date de neuf telecom !), se peut-il qu'elle...;;
837;0;Aucune solution ne fonctionne.;;
838;0;Bonjour @bouyguestelecom problème avec ma bbox;;
839;0;"... Soit dépassée avec le temps ? Ou qu'elle commence à mal fonctionner à cause de son ""grand âge"" ?";;
840;1;d'accord merci tout est précisé^^;;
841;0;j'y ai été on m'a dit que non;;
842;0;Super vos délais de livraison vous êtes en retard putain;;
843;0;Il ne faut pas laisser le monopole de la fibre à #Orange;;
844;0;j'ai  rappelé le 1023 à 15h30 pour expliquer que ce n'est pas normal d'attendre aussi longtemps pour un rdv.;;
845;0;Les seuls messages inattendus que je reçois c'est quand Orange me dit que j'ai presque plus d'Internet;;
846;0;J'attend déjà 1h30 à Orange et la t'as les vieux qui double dans la file, je m'énerve quand ?;;
847;0;Hello. Ce message est pour Nathan de @bouyguestelecom : les chaînes 16 et 17 se sont remis à leurs places initiales, merci de votre aide :);;
848;0;Merci @orange de m'avoir offert 2Go en plus ca va m'aider pour les ds;;
849;0;svp @SFR mon Wi-Fi et mon fixe ne marchent plus;;
850;0;#freemobile La 4G enfin à #Haguenau depuis le début d'après-midi;;
851;0;d'accord j'ai appeler à plusieurs reprise depuis l'adhésion ZW30FRQCA01692E;;
852;0;Donc peut pas recevoir ni envoyer de message jusqu'à ce que je retourne chez Orange;;
853;0;panne de réseau? Ma bbox bien que synchro na pas accès au net... #geek sans wifii;;
854;0;Bonjour, j'ai pris un abonnement B&You. La ligne devait etre activé aujourd'hui mais cela ne fonctionne toujours pas.;;
855;0;l assistance 0 pointé en revanche;;
856;0;"Bonsoir, la date fin d'engagement est : 21 Décembre 2015"".";;
857;0;Depuis que @bouyguestelecom a fait la Màj operateur sur l'iphone c'est une cata....Le passage de 3G-&4G met 1000 ans;;
858;1;Si vous êtes cliente orange et que votre dossier est conforme cela aurait du se faire. Sinon, je peux vous faire l'envoi. ^FrK;;
859;0;pourquoi on me l'a refusé alors;;
860;0;c'est pas free keur réseau est trop pourri je leur chie dessus :) c'est sfr. Le réseau est un peu moins bien que bouygues mais 20g;;
861;0;je n'ai aucune info sur un rdv pour demain, quelle heure ? Qui viendra ? Un tech FT ou SFR ? Je n'ai pas refusé l'intervention;;
862;0;Oui plus de MAJ malgré Lolipop attendu donc j'ai la dernière version je ne sais pas d'où ça provient que faire?;;
863;1;Mobile, nouveau client;;
864;1;tout fonctionne ... Merci beaucoup;;
865;1;PK il est plus avantageux de prendre un forfait+tel en tant que nouveaux clients chez vous que en tant que client déjà chez vous ?;;
866;0;et 4h plus tard, une nouvelle coupure! Et c'est comme ça tous les jours! Whaaaa!!;;
867;1;alors il faudra que vous voyez ça avec vos boutiques. ça ira l'envoi a déjà été effectué;;
868;0;Le mauvais Noël des nouveaux abonnés Numericable-SFR;;
869;0;Bonjour, je vous savoir si c'est normal qu'un changement de titulaire de la ligne prenne 4 mois?;;
870;0;#freemobile, la 4G enfin à #Haguenau depuis le début de l'après-midi ? !;;
871;0;Je vous invite à réinitialiser complètement votre mobile  Pensez à sauvegarder vos données. ^Jer-M;;
872;1;Numéro envoyé en DM;;
873;0;Ok. Pouvez vous me dire la date de fin d'optimisation de ma ligne BBox ?;;
874;0;"opérateur Orange? Le desimlockage est gratuit pour le propriétaire après 3 mois et aidera à la vente je pense ;)";;
875;0;He, @Sosh_fr , t'es un peu lourd!! Même sans adblock, on ne peut pas te contacter :(;;
876;0;J'ai déjà essayé de remettre à 0 avec le menu Samsung mais ça n'a pas marché;;
877;0;"je les pas sous la main mais jai appeler plus d une fois votre service il me racompte toujour la meme chose ""rupture de stock """;;
878;0; alor que ma ligne est deja activer ca fait deja 2 semaine ral le bole .;;
879;0;Dites @SFR, vous n'avez pas honte ?;;
880;0;Bouygues Télécom et SFR cassent une dernière fois les prix, en 2015.;;
881;0;bonjour, je suis nouveau client sfr et je rencontre un petit soucis je capte partout sauf chez moi c'est assez problématique :/;;
882;1;non le problème à été reglé;;
883;0;JCROIS MA MERE ELLE EST ALLEE CHEZ SFR PR MA CARTE SIM BC CELKE QUE G ELLE FONCTIONNE PLUS CA VEUT DIRE SAMEDI JPE UTILISER MON IPHONE;;
884;0;Bonjour, j'ai un problème avec internet, ma box n'arrive pas à se synchroniser;;
885;0;des montée de ping énorme et grosse baisse de connexion inscessante;;
886;0;bonjour. Il m'est impossible de me connecter depuis le début de l'après-midi. Des pannes ?;;
887;0;Oui ca c'est mon débit depuis hier :/;;
888;0;c est votre réseau qui est givré;;
889;0;Ya quelqu'un svp?;;
890;1;problème résolu en boutique;;
891;0;je voulais regarder orange mécanique mais rien que le début est trop louche pour moi;;
892;0;Bonjour j'ai souscris une offre mobile via votre site mais je n'ai tjs pas reçu la sim et il est noté portabilite a échoué ..;;
893;1;C'est fait;;
894;0;Je voulais savoir pourquoi ai-je actuellement depuis quelques jours une baisse de mon débit montant de 50% (internet);;
895;0;On en parle que sfr c'est de la grosse merde ?;;
896;0;non mais sa fonctionne pas depuis peu au sa marcher mais maintenant non sa q me montre q du blanc;;
897;0;Sfr ils ont dit quoi? Il plus de rose , je suis obliger de prendre le blanc argente la putain de leurs mère;;
898;0;Salut @freemobile ! Mon réseau 4G fonctionne parfaitement mais depuis ce matin impossible de passer un appel :( Quelqu'un pour m'aider ?;;
899;1;Merci ^May, je vous contacte en DM :);;
900;1;Niveau qualité image TV, hormis le satellite j'ai pas encore vu mieux que Numéricable.;;
901;1;Si y'a aussi quelques chaînes Orange Fibre au top !;;
902;0;D'ailleurs une carte sim défectueuse #freemobile  c'est remplacé gratuitement en Free center ou il faut raquer à la borne ?;;
903;0;. @_GaLaK_ @Dude_FR 15 en moins de 10 minutes #FreeMobile #Spam;;
904;0;Tant qu'on n'a pas épuisé son crédit internet ... et qu'on n'utilise pas le wifi @Sosh_fr;;
905;0;impossible de recevoir / envoyer des SMS également !;;
906;0;Il faut plus de conseiller a Orange Armentières @orange;;
907;0;bonjour j aimerai débloquer mon Samsung s4. SVP;;
908;0;Non cela n'a rien règle malgré la réussite de la reinisialisation;;
909;0;bsr. Tjrs aucune réaction à mes problèmes rencontrés avec la VOD? Tjrs des difficultés pr les lire sur tablette ou sur le site;;
910;0;sort rendez vous pro à la boutique de Challans. La conseillère très désagréable après 30mn d'attente. Je pense changer d'opérateur.;;
911;0;"le nom @SFR_SAV. écrivez votre message et pr finir cliquez sur ""Envoyer message"". 4/5";;
912;0;je signe où pour le harcèlement ?;;
913;0;. @bouyguestelecom le dm n'arrive pas, mais les appels, si. C'est bizarre.;;
914;0;bon c'est pas que c'est relou de charger une photo en 20 secondes mais quand même;;
915;0;Bonjour jai toujours pas recu ma carte sim red commande en debut de mois?;;
916;0;Est ce normale?;;
917;0;Ok @bouyguestelecom ça commence mal : vous me prenez 1€ pour les 2 jours du numéro provisoire. J'avais rien demandé moi...;;
918;0;Pourquoi les abonnés ORANGE n'ont toujours pas reçu la mise à jour firmware (MICROSOFTMDG) sur les lumia 950 ? Aucun abonné !;;
919;0;Bonsoir @angrypoulpe  , nous sommes désolés. Contactez @orange_conseil. Un web conseiller pourra vous apporter une explication. cc @orange;;
920;1;merci à vous et bonnes fêtes de fin d'année;;
921;0;j'ai un cable ethernet et il suffit d'un telephone connecté avoir 500 de ping;;
922;0;Bjr ! Une idée de quand sera déployé le firmware du #Lumia950 corrigeant plusieurs pb matériels ??? Merci;;
923;0;Oui bien sur, je verifie sa;;
924;0;elle en est où ma commande n°201335651 ?;;
925;0;Je dosi refaire un test ?;;
926;0;"ah, et j'ai oublié de dire : j'ai testé si je pouvais passer un appel pendant que la box me mettait internet en ""limité""...";;
927;0;Ca veut vraiment rien dire.. Meilleur dans l'année.. Quand on voit les tel qui rament après - de 2ans car l'OS ne tient pas..;;
928;0;je viens de tester et ça remarche... ça faisait des semaines que je ne pouvait rien faire à part des rappels.;;
929;0;pourais-je vous parler en DM ?;;
930;0;La promo SFR RED fait des clients furieux;;
931;0;Bjr, l'appli Netflix est dispo sur la Livebox Play d'Orange (box noire) et de nombreux appareils *MT;;
932;0;Et bien impossible de passer un appel non plus (cette donnée peut peut-être vous servir);;
933;0;Je sais pas ce qu' Orange fait avec ma co, mais je crois qu'ils de foutent de ma gueule sévère depuis 2 jours...;;
934;1;Oui merci bien;;
935;0;Dans un 1er temps, je vous invite à vérifier la couverture Orange sur votre zone  ^G-rom;;
936;0;Bonjour, vous pouvez tester votre accès via ce lien Je reste à votre disposition.^CH;;
937;1;quand est ce que pa ville pourra disposer de la fibre ? :);;
938;1;ok, je pense que je l'aurais du coup l'année prochaine ?;;
939;0;Bjr, le tel de ma bbox ne fonctionne tjrss pas depuis mercredi et quand j'appel le SC on me demande le num que je n'ai pas;;
940;1;merci et meilleurs voeux givrés aussi;;
941;0;Avez-vous essayé de mettre à jour Android depuis un ordinateur? ^Jer-M;;
942;1; Johanna je vous ai MP;;
943;0;Merci attente réponse de SOSH            Allo ici la terre !!!!!;;
944;1;bonjour j'étais client open et je n'ai toujours ps restituer mon matériel. Puis je encore le retourner ? Merci :-) #Orange;;
945;0;Bon plan : le Lumia 950 est proposé 100€ moins cher chez Sosh;;
946;0;Tous le monde dit je mes des ones a l'AR mais vos tante jai même pas 1 méga et je suis chez SFR ces gros calibre et le shoot ces mon mate;;
947;0;seulement au domicile et ma mère à le même problème;;
948;0;Dans mon cas immeuble neuf préfibré, comment se passe l'installation de la fibre chez moi ? Trou dans 1 mur de l'appart ?;;
949;0;nous ne trouvons plus nos identifiants, comment pouvons nous faire?;;
950;0;Coucou @bouyguestelecom vous m'expliquez ce bordel?;;
951;0; Je peux pas c'est ma ligne fixe et #Orange ne permet pas de blocage;;
952;1; c'est fait;;
953;0; Bonjour amis CM, un problème de remboursement, on se parle en DM?;;
954;0;Bonsoir @yhtna  , nous sommes désolés des problèmes que vous rencontrez. N'hésitez pas à contacter @orange_conseil ! cc @orange;;
955;1; Apparemment aucun gros soucis;;
956;1; D'accord. êtes-vs actuellement à l'adresse inscrite sur votre compte SFR ?;;
957;0;Ah excellent donc je suis sensée retourner à Nancy d'ici demain rendre ma box pas installée par @bouyguestelecom depuis 3 mois.;;
958;0; #Orange s'en tape faut payer pour bloquer et la vous avez que le début des appels hein;;
959;1;Bonsoir @fredgaloche , si besoin la relation client Orange est présente sur twitter @Orange_conseil.;;
960;0; Numéro toujours masqué, sans jamais laisser de message. Si je décroche, pas de réponse et ça raccroche au bout de 5secondes;;
961;0;Bon, @bouyguestelecom je suis chez mes parents depuis une semaine et le service est à chier. ca m'plait pas qu'ils paient pour ça.;;
962;0; le débit de @Numericable avec le CubeS ou voire si Orange commercialise la fibre dans mon immeuble.;;
963;0;Donc dans les jours qui viennent mon cher @bouyguestelecom va falloir qu'on se parle et qu'on règle ça.;;
964;1; je suis en carte prépayée;;
965;0; afin de planifier un nouveau RDV avec nos techs. En vs présentant, au nom de SFR, nos excuses pr cette situation, 3/4;;
966;0; et le débit d'upload n'est plus respecter;;
967;0; bonsoir depuis le debut de l'après midi il m'est impossible de me connecter à internet.;;
968;0; continue donc à décaler mes rendez vous mais aimerais me faire raquer 350€. Leur service client est sympa mais impuissant.;;
969;0; Je crois que c'est pire ^^ rien n'est en route chez moi pour le moment;;
970;0; avant j'ete au norme (0.88) maintenant je suis bizarrement a 0.65;;
971;1;En haut mon ancienne co chez Sfr.;;
972;0;Je passe par un cpl donc perte de débit. ;;
973;0; orange c de lamerd;;
974;1;Numericable SFR vous souhaite une bonne année;;
975;0;Si y'a la queue à Orange je pète un cable;;
976;0; Vous repondez parfois #Bouygues aux clients, ou là aussi vous baissez les bras ??;;
977;0; c'est-à-dire ? Numéro de téléphone fixe ?;;
978;0; Dîtes, ma carte SIM qui devait être activée en 6h, 5 jours plus tard c'est tjrs pas ça. Comment qu'on fait SVP ?;;
979;0; Il ne s'agit pas d'une référence client Numericable. Etes-vous abonné SFR ?;;
980;0; hélas pas de mode modem dans l'illimité du WE, le #fail de l'offre, désolé.;;
981;0; Bonjour, pourquoi ma bbox réceptionne mal les chaînes tv depuis le 25 décembre? Est ce normal?;;
982;0;  L'exemple même d'une grande enseigne international qui n'a aucun remord à passer au dessus de sentiments pour de l'argent ...;;
983;0; mon est de pouvoir profiter de mon forfait 4G que je paye depuis juin et qui ne me permet d appeler seulement en 2g.;;
984;0;#orange Pourquoi tout le monde a décidé de changer de carte SIM aujourd'hui. 3h d'attente;;
985;0; je fais comment pour payer 9,99€ wsh ??;;
986;1;J'ai cette chaîne ! Merci SFR;;
987;0; Je ferais opposition à cette amende, faut pas donner autant de contre-ordres vous êtes sensés venir installer cette box.;;
988;0; bonjour ma copine est passée du fft 3go a 5go et elle a doit payer 23€ au lieu de 20€ d'apres les tarifs annoncé! help;;
989;0; dommage que la chaine ne soit pas disponible sur les box SFR...;;
990;0; Je refuse de payer le droit à la paix c'est aux FAI #orange #SFR #FREE de permettre de bloquer gratuit;;
991;0; mais je me souviens pas moi;;
992;0; merci mais si ça dure tout le mois de janvier je vais encore payer février en totalité;;
993;1; c'est fait;;
994;0; ok donc le conseiller a tout faux ! @Orange_France je rend ma box ?;;
995;1;Bonjour, savez vous ou je peut trouvé ds identifians sfr wifi mobile gratuit. Svp c'est tres important. Merci d'avance.;;
996;0; et pas du sensation 3 GO pour 19,99€ ?;;
997;0; cest de la merde , je vais passer chez le concurrent bien vite .;;
998;0;Free Europe ici Free Europe ! Pour votre forfait 50 Go de data, veuillez ne pas abuser des speedtests ! #FreeMobile;;
999;0; bjr tjrs pas de decodeur en vue caution payer le 15 décembre.. idem pour migration vers offre jet....;;
